,title,url,text
133,Задачи и техника лингвистической экспертизы,https://openedu.ru/course/spbu/LINGRU/,"Курс описывает один из видов практического использования знаний о функционировании языковых единиц в речи, позволяющих закономерно интерпретировать содержание текста путем анализа способов и средств речевого выражения мыслительного содержания, с помощью которых говорящим реализуются коммуникативные задачи убеждающего воздействия и целевые установки высказываний. Цель курса – дать развернутую характеристику предмету лингвистической экспертизы, объяснить используемую терминологию и познакомить обучающихся с применяемыми методиками лингвистического анализа текста и синтеза коммуникативно-риторической структуры высказывания.  В задачи курса входит: обучение апробированным методикам исследования текстов: 1) в направлении от формы к содержанию с возможностью сопоставительных исследований, 2) последовательному анализу (экспликации) и синтезу (интерпретации) текстовой информации с выработкой навыков функционально-прагматического подхода к продуктам речевой деятельности. Слушатели, успешно освоившие курс, будут иметь общее представление о современных методах анализа, интерпретации и синтеза текстовой информации, сопряженных с освоением коммуникативно-риторического подхода к продуктам речевой деятельности. Это позволит им самостоятельно проводить экспертные исследования и давать научно обоснованные заключения по широкому спектру вопросов, касающихся общественно значимых результатов речевых действий. При прохождении курса студенты будут знакомиться с короткими видеолекциями, выполнять большое количество практических заданий, читать и оценивать работы друг друга, обсуждать наиболее дискуссионные вопросы на форуме. Разделы курса: На прохождение каждого раздела отводится 1 неделя. По завершении недели обучения слушатели должны выполнить 1 обязательное экзаменационное задание. "
134,История русской письменности,https://openedu.ru/course/spbu/HISTWR/,"Курс включает видеолекции и задания, помогающие проверить степень освоения материала и закрепить изученное. После прохождения курса обучающиеся должны: "
135,Живые процессы русской разговорной речи,https://openedu.ru/course/spbu/LANGPR/,"Курс рассчитан на широкий круг студентов-гуманитариев и призван дать им основополагающие представления о языке как объекте разноаспектного изучения, в единстве его содержательной и материальной стороны. Может быть интересен также всем, кому небезразлична устная речь, особенно в соотношении с понятием культуры речи. Курс содержит множество результатов конкретных исследований, выполненных на корпусном материале, что позволяет иначе взглянуть на многие вещи, ср.: «В свете корпусной идеологии совершенно по-новому предстают приоритеты лингвистической теории. Теоретическая лингвистика последних десятилетий затратила огромные усилия на анализ сложных синтаксических явлений. Однако с точки зрения корпусного подхода эта работа не всегда полезна, поскольку многие такие явления в речевой реальности не обнаруживаются или обнаруживаются крайне редко. В то же время исключительно частотные явления устной речи, такие как хезитации, речевые сбои, регуляторные дискурсивные маркеры, парцелляции и т. д., практически не замечены лингвистической теорией» (А. А. Кибрик, В. И. Подлесская). Теоретические положения коллоквиалистики иллюстрируются в курсе живыми материалами уникального корпуса русской повседневной речи «Один речевой день», не имеющего аналогов в отечественной лингвистике. Курс представляет собой видеолекции в форме презентаций и содержит большое количество иллюстративного материала. По ходу курса слушатели имеют возможность отвечать на вопросы в форме теста и тем самым проверять, насколько им удалось усвоить полученную информацию. "
136,Академическое русское письмо,https://openedu.ru/course/spbu/ACADRU/,"Курс адресован тем, кто связал или собирается связать свою жизнь с наукой. В первую очередь он рассчитан на тех, кто начинает свою исследовательскую деятельность, но, как полагают авторы курса, он будет полезен – по крайней мере, в некоторых своих частях – и вполне состоявшимся ученым.  Как нам видятся задачи и актуальность этого курса? В науке, как и в других сферах жизни, ценятся талант и трудолюбие. Однако сегодня недостаточно быть просто одаренным и работоспособным, чтобы заявить о себе и результатах своей научной деятельности в полной мере. Научное,
иначе говоря – академическое, сообщество выработало целый ряд правил корпоративного поведения, не соблюдая которые исследователь
вряд ли сможет рассчитывать на успех. Кто-то эти правила и процедуры охотно принимает, кто-то против них возражает, но не знать о них, не учитывать их, ведя исследовательскую работу, сегодня невозможно.  Перед молодым – да и не только – ученым в настоящее время постоянно встают вопросы, на которые он подчас не знает ответа. Не знает в том числе и потому, что этих ответов нет в программе наших вузовских учебных дисциплин.  Как написать статью и опубликовать её в значимом журнале? И какой журнал считать значимым? В какой конференции лучше участвовать и почему? Как подготовить заявку на участие в конференции, чтобы её приняли? Почему все столь озабочены присутствием своих научных работ в базах данных и что это за базы? Что значат таинственные слова: Web of Science, Scopus, РИНЦ? Правда ли, что за опубликованную статью можно получить солидную прибавку к заработной плате? Эти и десятки других вопросов требуют разъяснения.  Наш курс и ставит перед собой целью рассказать о современной науке – не в ее содержательных, а функциональных и формальных аспектах, не о том, что она говорит, но о том, как она говорит, о том, как она устроена. Мы назвали курс «Академическое письмо» потому, что подавляющее большинство фактов научной деятельности связаны с письменной речью: мы пишем статьи и рецензии на них, диссертации и отзывы о них, мы участвуем в конференциях и пишем их хроники, мы делаем устные доклады, но используем при этом заранее написанный текст. У этих и других научных письменных жанров свои законы и не вполне очевидные особенности. При прохождении курса студенты будут знакомиться с короткими видеолекциями, выполнять большое количество практических заданий, читать и оценивать работы друг друга, обсуждать наиболее дискуссионные вопросы на форуме. Разделы курса: На прохождение каждого раздела отводится 1 неделя. По завершении недели обучения слушатели должны выполнить 1 обязательное экзаменационное задание. "
137,Функционирование русского языка в странах СНГ и национальных республиках РФ,https://openedu.ru/course/spbu/RUSLAN/,"На лекциях особое внимание уделяется статистическим, нормативным, учебным, методическим, научно-образовательным аспектам использования русского языка, а также основным проблемам современной лингводидактики.  Курс «Функционирование русского языка в странах СНГ и национальных республиках РФ» рассчитан на руководителей и сотрудников государственных учреждений и образовательных структур, осуществляющих деятельность в области продвижения российского образования, науки, культуры, а также на широкий круг слушателей, интересующихся вопросами функционирования русского языка в РФ. Курс включает видеолекции, практические задания по проведению исследований функционирования языка в странах СНГ и национальных республиках, проектные задания по планированию гуманитарных мероприятий, направленных на продвижение русскоязычного образования, анализу веб-сайтов объединений русистов, составлению концепций продвижения русскоязычных СМИ в странах СНГ, оцениванию ситуации с преподаванием русского языка в национальных республиках. Методический блок курса включает задания, направленные на развитие у учащихся саморефлексии в области изучения иностранных языков.  "
138,Базы данных,https://openedu.ru/course/spbu/DTBS/,"Основу курса составляют изучение и применение языка SQL для создания, модификации объектов баз данных и управления данными в произвольной реляционной базе данных.
Выполнение практических задач в рамках курса предполагает использование СУБД My SQL.
 
В курсе рассматриваются этапы проектирования реляционных баз данных, правила составления запросов, основные методы индексирования данных. В курсе будут изучены вопросы использования транзакций и прав доступа к данным. 
 
Также курс дает обзор современных тенденций в области науки о данных в связи с появлением BigData. В заключении курса будут показаны сферы применения NoSQL баз данных и указаны современные подходы к обработке big data. Форма обучения заочная (дистанционная). Еженедельные занятия будут включать просмотр тематических видеолекций, чтение электронного конспекта и выполнение тестовых заданий с автоматизированной проверкой результатов, тестирование по пройденному материалу. Для получения сертификата необходимо выполнить все задания, тесты и написать финальный экзамен. По окончании курса пользователи будут знать: По окончании курса пользователи будут уметь: По окончании курса пользователи будут понимать: "
139,Язык современной рекламы и СМИ,https://openedu.ru/course/spbu/LNGADV/,"Курс включает видеолекции; тексты лекций; задания разного типа, в том числе и задания для совместного обсуждения и взаимного оценивания. "
140,Компьютерная инженерная графика. Часть 1,https://openedu.ru/course/ITMOUniversity/ENGRPH/,"В курсе рассматривается технология создания чертежей в системе автоматизированного проектирования AutoCAD. Цель курса — обеспечить необходимый опыт и навыки в сфере практического применения современного инструмента проектирования AutoCAD. Задачей этого программного обеспечения, относящегося к классу САПР (Система Автоматизированного Проектирования), является создание 2D и 3D объектов и чертежей. В результате освоения курса слушатели научатся настраивать AutoCAD для работы, создавать чертежи в AutoCAD, редактировать объекты чертежа, вставлять блоки, работать с внешними ссылками, выводить готовые чертежи на печать. Благодаря умению использовать новейшие технологии Autodesk можно успевать за постоянно изменяющимися тенденциями. По окончании курса обучающиеся смогут реализовывать все свои идеи, вплоть до мельчайших деталей, собственного проекта в AutoCAD. В состав курса входят видеолекции, практические задания, задания для самостоятельной работы, тесты.
Курс рассчитан на 10 недель. 
Недельная учебная нагрузка обучающегося по курсу – 7 часов Общая трудоемкость курса в зачетных единицах – 2 з.е. "
141,Программирование и разработка веб-приложений,https://openedu.ru/course/ITMOUniversity/PWADEV/,"В состав курса входят видео-лекции, опросы и лабораторные практикумы. По окончании курса предусмотрен интернет-экзамен. 
Длительность курса составляет 10 недель. Трудоемкость курса – 3 зачетных единицы. Средняя недельная нагрузка на обучающегося – 10 часов.
 "
142,Основы менеджмента,https://openedu.ru/course/ITMOUniversity/FUNMAN/,"В состав курса входят лекции и практические занятия в формате видеоматериалов; тесты и задачи по анализу конкретных ситуаций и моделированию управленческих функций и решений.
Длительность курса составляет 12 недель. Трудоемкость курса – 5 зачетные единицы. Средняя недельная нагрузка на слушателя – 15 часов.
 "
143,Правовые основы интеллектуальной собственности,https://openedu.ru/course/ITMOUniversity/INTPRO/,"В состав курса входят видеолекции преподавателей ИМБИП и ведущих специалистов Санкт-Петербурга и Москвы в области ИС, видео-мастеркласс по патентному праву и контрольное электронное тестирование по основным темам курса.
Длительность курса составляет 10 недель. Трудоемкость курса – 3 зачетные единицы. Средняя недельная нагрузка на слушателя – 10 часов.
 "
144,Информатика для втузов,https://openedu.ru/course/ITMOUniversity/COMTEC/,"В состав курса входят видеолекции, опросы, короткие задачи, методическое пособие, лабораторные работы и итоговый экзаменационный тест.
Длительность курса составляет 10 недель. Трудоемкость курса – 3 зачетные единицы. Средняя недельная нагрузка на слушателя – 10 часов. "
145,Протоколы мобильных и конвергентных сетей,https://openedu.ru/course/ITMOUniversity/NETPRO/,"В состав курса входят видео-лекции c анимационным конспектом, опросы, программные  практические работы, лабораторные работы и итоговое тестирование (зачет).
Длительность курса составляет 10 недель. Трудоемкость курса – 3 зачетные единицы. Средняя недельная нагрузка на слушателя – 10 часов.
 "
146,Атомная энергетика. Введение,https://openedu.ru/course/spbstu/NUCPOW/,"В рамках курса Вы познакомитесь с теоретическими и техническими основами атомной энергетики, поймёте, по каким физическим принципам происходит и какими процессами сопровождается производство энергии на атомных электрических станциях. Вы узнаете о том, в какой степени атомная энергетика является безопасной. После изучения данного курса Вы сможете сформулировать собственное мнение об атомной энергетике. Курс включает в себя видеолекции с презентациями и конспектами, глоссарием, контрольными вопросами; практические задания в виде задач с методическими указаниями и проверкой их решения. В результате изучения, слушателю предлагается пройти тест на знание пройденного материала.
 Курс включает в себя видеолекции с презентациями и конспектами, глоссарием, контрольными вопросами; практические задания в виде задач с методическими указаниями и проверкой их решения. В результате изучения, слушателю предлагается пройти тест на знание пройденного материала. В результате изучения данного курса вы узнаете, что такое атомная энергетика, узнаете об основных процессах работы атомных электрических станций, познакомитесь с основным оборудованием атомной электрической станции и поймете, насколько безопасна атомная энергетика. "
147,Цифровые устройства и микропроцессоры. Часть 2. Комбинационные и последовательные устройства,https://openedu.ru/course/spbstu/CUMICR2/,"Курс посвящен изучению комбинационных и последовательностных устройств и реализации их в ПЛИС В этой части курса рассмотрены вопросы построения и реализации в ПЛИС комбинационных и последовательностных устройств от простейших шифраторов и мультиплексоров до конечных автоматов, фильтров и генераторов сигналов. Также изучаются вопросы арифметики в фиксированной и плавающей точках, моделирования работы цифровых устройств, состязаний сигналов и метастабильности. Включает лабораторный практикум. К особенностям курса относится значительное количество лабораторных работ и одновременное изучение теории, языка программирования VHDL и особенностей построения современных ПЛИС. Курс включает в себя теоретические лекции и лабораторный практикум. На лекциях изучаются различные типы цифровых устройств, не затрагивая вопросы их реализации. В лабораторном практикуме выполняется реализация различных цифровых устройств на ПЛИС Xilinx Artix с использованием языка VHDL и IP ядер.
 Курс включает в себя теоретические лекции и лабораторный практикум. На лекциях изучаются различные типы цифровых устройств, не затрагивая вопросы их реализации. В лабораторном практикуме выполняется реализация различных цифровых устройств на ПЛИС Xilinx Artix с использованием языка VHDL и IP ядер. Базовые знания по информатике Введение Модуль 1. Комбинационные цифровые устройства Модуль 2. Последовательностные цифровые устройства<br> Тема 6. Триггеры<br> Тема 7. Регистры<br> Тема 8. Счетчики<br> Тема 9. Память<br> Тема 10. Конечные автоматы  Модуль 3. Арифметика в фиксированной и плавающей точке<br> Тема 11. Представление чисел в фиксированной точке<br> Тема 12. Представление чисел в плавающей точке<br> Тема 13. Математические операции<br> Модуль 4. Дополнительные вопросы проектирования цифровых устройств<br> Тема 15. Временной анализ цифровых устройств<br> Тема 16. Метастабильность<br> Тема 17. Цепи сброса<br> Тема 18. Вопросы быстродействия, количества ресурсов и энергопотребления<br> ема 19. Плохой стиль проектирования ЦУ  Перечень лабораторных работ В результате освоения курса студент будет иметь теоретические знания по различным комбинационным и последовательностным устройствам и навыки их реализации в ПЛИС на языке VHDL с использованием среды разработки Vivado "
148,Экономика предприятия. Часть 1,https://openedu.ru/course/spbstu/ECOMAN1/,"Цель онлайн курса - сформировать у будущих специалистов базовую систему знаний и практических навыков в области теории и практики функционирования предприятия в условиях современного рынка. Экономика предприятия является самостоятельной экономической дисциплиной, предметом изучения которой является деятельность предприятия, процесс разработки и принятия эффективных управленческих решений.
Структура курса построена по принципу выделения относительно самостоятельных, логически взаимосвязанных и последовательно развивающих друг друга разделов, начиная с общего представления о предприятии как элементе национальной экономики и переходя к углубленному исследованию специальных вопросов (ресурсы предприятий, оценка эффективности их использования, формирование затрат и результатов предприятия, основы управления предприятием, качество продукции и конкурентоспособность). Курс «Экономика предприятия. Часть 1» включает четырнадцать тем, объединенных в четыре раздела (модуля):

Введение в экономику предприятия. организационно-правовые основы функционирования предприятия;
Ресурсы предприятия;
Доходы, прибыль и рентабельность деятельности;
Основы управления предприятием.
Каждая тема включает лекционный материал, презентации, разбор задач, контрольные вопросы (тесты) и задания, позволяющие контролировать полученные слушателями знания и умения. Каждая тема начинается с видеолекции.
 Курс «Экономика предприятия. Часть 1» включает четырнадцать тем, объединенных в четыре раздела (модуля):

Введение в экономику предприятия. организационно-правовые основы функционирования предприятия;
Ресурсы предприятия;
Доходы, прибыль и рентабельность деятельности;
Основы управления предприятием.
Каждая тема включает лекционный материал, презентации, разбор задач, контрольные вопросы (тесты) и задания, позволяющие контролировать полученные слушателями знания и умения. Каждая тема начинается с видеолекции. Введение.
Модуль 1. Введение в экономику предприятия.
Организационно-правовые основы функционирования предприятия.
1. Структура национальной экономики. Предприятие как первичное звено экономики.
2. Предприятие как субъект предпринимательской деятельности.
3. Организационно-правовые и организационно-экономические формы предпринимательской деятельности.
4. Производственный процесс, организационная и производственная структура предприятия.
5. Принципы, типы и формы организации производства.
6. Производственная программа и производственная мощность.
Модуль 2. Ресурсы предприятия.
7. Внеоборотные активы. Основные средства предприятия.
8. Оборотные средства предприятия.
9. Трудовые ресурсы предприятия.
10. Затраты предприятия.
Модуль 3. Доходы, прибыль и рентабельность деятельности.
11. Выручка, прибыль и рентабельность.
12. Ценовая политика предприятия.
Модуль 4. Основы управления предприятием.
13. Основы управления предприятием.
14. Эффект и эффективность. Методы оценки экономической эффективности.
Итоговая аттестация. Планируемые результаты изучения дисциплины, обеспечивающие достижение цели изучения дисциплины «Экономика предприятия»: • знание организационно-правовых основ функционирования предприятия, основных бизнес-процессов, образующих воспроизводственный цикл предприятия, принципов и форм организации производства, функциональных областей деятельности предприятия, источников финансирования деятельности организации, направлений эффективного использования материальных, трудовых и финансовых ресурсов, технико-экономических показателей деятельности; • умение ориентироваться в экономических процессах, анализировать явления, происходящие на предприятии, использовать экономический инструментарий для обоснования решений в области управления организацией; • владение навыками экономического анализа и расчета показателей производственно-хозяйственной деятельности предприятия. Способность использовать основы экономических знаний в различных сферах деятельности. Способность находить организационно-управленческие решения и готовность нести за них ответственность с позиций социальной значимости принимаемых решений. "
149,Экономика предприятия. Часть 2. Налогообложение юридических лиц,https://openedu.ru/course/spbstu/ECOMAN2/,"Курс «Экономика предприятия. Часть 2. Налогообложение юридических лиц» включает тринадцать тем, объединенных в два раздела (модуля):
•	Основы налогообложения юридических лиц в Российской Федерации
•	Исчисление, уплата, планирование налоговых платежей организациями
Каждая тема начинается с обзора – видеолекции Она также включает: теоретический материал (конспект), презентацию, разбор практических ситуаций, оценочные средства  контрольные вопросы, задачи и тестовые задания, позволяющие контролировать  полученные слушателями знания, умения и навыки. 
 Планируемые результаты, обеспечивающие достижение цели изучения дисциплины «Налогообложение юридических лиц»: "
150,Технологии управления бизнесом (часть 1: Математические методы в экономике),https://openedu.ru/course/spbstu/BUSMAT/,"Цель онлайн курса – получение знаний и практических навыков по применению математических методов и моделей в экономике, необходимых для организации и успешного ведения научно-исследовательской, производственной, экономической, коммерческой и финансовой деятельности предприятия (организации) В результате освоения курса обучающиеся приобретут: знания базовых принципов и этапов экономико-математического моделирования; основных понятия теории оптимизации, методов решения оптимизационных линейных, многокритериальных и целочисленных задач; методов анализа полученных решений; умения преобразовывать вербальные постановки экономических задач в формализованные экономико-математические модели; применять математические методы решения оптимизационных задач; наглядно представлять и анализировать полученные результаты, использовать их в процессе принятия управленческих решений. Курс ориентирован на формирование культуры применения математического инструментария при выборе методов разрешения экономических проблем – ядром курса является изучение базовых понятий, моделей, методов и утверждений, играющих фундаментальную роль в анализе проблемных экономических ситуаций. Курс включает девять тем, каждая из которых содержит систематическое изложение основ теории (лекционный материал). Теоретический материал сопровожден содержательными постановками задач, проясняющими суть проблем и акцентирующими внимание на наиболее сложных и тонких моментах. Приведено большое количество тщательно разобранных примеров. Практикум (практические занятия и самостоятельная работа, тестовые задания) предназначен для глубокой проработки материала и проверки степени его освоения. Каждая лекция сопровождается видеоматериалами, контрольными вопросами и списком актуальной литературы по теме лекции.
 Курс ориентирован на формирование культуры применения математического инструментария при выборе методов разрешения экономических проблем – ядром курса является изучение базовых понятий, моделей, методов и утверждений, играющих фундаментальную роль в анализе проблемных экономических ситуаций. Курс включает девять тем, каждая из которых содержит систематическое изложение основ теории (лекционный материал). Теоретический материал сопровожден содержательными постановками задач, проясняющими суть проблем и акцентирующими внимание на наиболее сложных и тонких моментах. Приведено большое количество тщательно разобранных примеров. Практикум (практические занятия и самостоятельная работа, тестовые задания) предназначен для глубокой проработки материала и проверки степени его освоения. Каждая лекция сопровождается видеоматериалами, контрольными вопросами и списком актуальной литературы по теме лекции. Рекомендуемые учебники и учебные пособия Изучение курса «Математические методы в экономике» опирается на знания в области математики (включая теорию вероятностей и математическую статистику), экономики предприятия, других экономических дисциплин и информационных технологий (знание ПО MS Office, компонент Excel), освоенные на предшествующих этапах обучения. Тема 1. Задачи принятия решений в экономике и их модельные представления<br>
Тема 2. Основы теории линейной оптимизации<br>
Тема 3. Методы решения общей задачи линейной оптимизации<br>
Тема 4. Специальные задачи линейной оптимизации<br>
Тема 5. Задача многокритериальной оптимизации, ее математическая модель и методы решения<br>
Тема 6. Игровые методы в экономике<br>
Тема 7. Графоаналитические методы принятия решений в экономике и управлении<br>
Тема 8. Многоэтапные методы принятия решений в экономике<br>
Тема 9. Имитационные методы в экономике Основным результатом изучение курса является приобретение знаний и практических навыков решения экономических проблем с применением экономико-математического моделирования и математического инструментария В результате освоения курса обучающийся приобретает следующие компетенции: "
